Référence Interne,Nom du produit,Prix vente conseillé €HT,Prix vente conseillé €HT,Prix vente €TTC,Prix achat revendeur €HT,Prix achat revendeur €TTC,Eco contribution
PGFR-210-V, Piste en gazon synthétique FIT' & RACK (2mx10m),1180,1239,1486.8,767,920.4,59
PGFR-215-V, Piste en gazon synthétique FIT' & RACK (2mx15m),1770,1858.5,2230.2,1150.5,1380.6,88.5
PGP-110-B," Piste en gazon synthétique - Premium (Bleu, 1mx10m)",580,609,730.8,522,626.4,29
PGP-110-G," Piste en gazon synthétique - Premium (Gris Anthracite, 1mx10m)",580,609,730.8,522,626.4,29
PGP-110-O," Piste en gazon synthétique - Premium (Orange, 1mx10m)",580,609,730.8,522,626.4,29
PGP-110-R," Piste en gazon synthétique - Premium (Rouge, 1mx10m)",580,609,730.8,522,626.4,29
PGP-110-V," Piste en gazon synthétique - Premium (Vert, 1mx10m)",580,609,730.8,522,626.4,29
PGP-115-B," Piste en gazon synthétique - Premium (Bleu, 1mx15m)",885,929.25,1115.1,796.5,955.8,44.25
PGP-115-G," Piste en gazon synthétique - Premium (Gris Anthracite, 1mx15m)",885,929.25,1115.1,796.5,955.8,44.25
PGP-115-O," Piste en gazon synthétique - Premium (Orange, 1mx15m)",885,929.25,1115.1,796.5,955.8,44.25
PGP-115-R," Piste en gazon synthétique - Premium (Rouge, 1mx15m)",885,929.25,1115.1,796.5,955.8,44.25
PGP-115-V," Piste en gazon synthétique - Premium (Vert, 1mx15m)",885,929.25,1115.1,796.5,955.8,44.25
PGP-120-B," Piste en gazon synthétique - Premium (Bleu, 1mx20m)",1180,1239,1486.8,1062,1274.4,59
PGP-120-G," Piste en gazon synthétique - Premium (Gris Anthracite, 1mx20m)",1180,1239,1486.8,1062,1274.4,59
PGP-120-O," Piste en gazon synthétique - Premium (Orange, 1mx20m)",1180,1239,1486.8,1062,1274.4,59
PGP-120-R," Piste en gazon synthétique - Premium (Rouge, 1mx20m)",1180,1239,1486.8,1062,1274.4,59
PGP-120-V," Piste en gazon synthétique - Premium (Vert, 1mx20m)",1180,1239,1486.8,1062,1274.4,59
PGP-210-B," Piste en gazon synthétique - Premium (Bleu, 2mx10m)",1180,1239,1486.8,1062,1274.4,59
PGP-210-G," Piste en gazon synthétique - Premium (Gris Anthracite, 2mx10m)",1180,1239,1486.8,1062,1274.4,59
PGP-210-O," Piste en gazon synthétique - Premium (Orange, 2mx10m)",1180,1239,1486.8,1062,1274.4,59
PGP-210-R," Piste en gazon synthétique - Premium (Rouge, 2mx10m)",1180,1239,1486.8,1062,1274.4,59
PGP-210-V," Piste en gazon synthétique - Premium (Vert, 2mx10m)",1180,1239,1486.8,1062,1274.4,59
PGP-215-B," Piste en gazon synthétique - Premium (Bleu, 2mx15m)",1770,1858.5,2230.2,1593,1911.6,88.5
PGP-215-G," Piste en gazon synthétique - Premium (Gris Anthracite, 2mx15m)",1770,1858.5,2230.2,1593,1911.6,88.5
PGP-215-O," Piste en gazon synthétique - Premium (Orange, 2mx15m)",1770,1858.5,2230.2,1593,1911.6,88.5
PGP-215-R," Piste en gazon synthétique - Premium (Rouge, 2mx15m)",1770,1858.5,2230.2,1593,1911.6,88.5
PGP-215-V," Piste en gazon synthétique - Premium (Vert, 2mx15m)",1770,1858.5,2230.2,1593,1911.6,88.5
PGP-220-B," Piste en gazon synthétique - Premium (Bleu, 2mx20m)",2360,2478,2973.6,2124,2548.8,118
PGP-220-G," Piste en gazon synthétique - Premium (Gris Anthracite, 2mx20m)",2360,2478,2973.6,2124,2548.8,118
PGP-220-O," Piste en gazon synthétique - Premium (Orange, 2mx20m)",2360,2478,2973.6,2124,2548.8,118
PGP-220-R," Piste en gazon synthétique - Premium (Rouge, 2mx20m)",2360,2478,2973.6,2124,2548.8,118
PGP-220-V," Piste en gazon synthétique - Premium (Vert, 2mx20m)",2360,2478,2973.6,2124,2548.8,118
PLA-050, Stockage en épi de Poids de musculation (Ø 50 mm),115.83,121.6215,145.9458,69.5,83.4,5.7915
PLC-104-G," Plaque de Lestage Rack (Competition - 8cm x 8cm, Galva - Brut Extérieure, 1M04)",250,262.5,315,225,270,12.5
PLC-104-N," Plaque de Lestage Rack (Competition - 8cm x 8cm, Noire - Noire Grain Moyen, 1M04)",250,262.5,315,225,270,12.5
PLC-150-G," Plaque de Lestage Rack (Competition - 8cm x 8cm, Galva - Brut Extérieure, 1M50)",250,262.5,315,225,270,12.5
PLC-150-N," Plaque de Lestage Rack (Competition - 8cm x 8cm, Noire - Noire Grain Moyen, 1M50)",250,262.5,315,225,270,12.5
PLC-180-G," Plaque de Lestage Rack (Competition - 8cm x 8cm, Galva - Brut Extérieure, 1M80)",250,262.5,315,225,270,12.5
PLC-180-N," Plaque de Lestage Rack (Competition - 8cm x 8cm, Noire - Noire Grain Moyen, 1M80)",250,262.5,315,225,270,12.5
PLC-200-G," Plaque de Lestage Rack (Competition - 8cm x 8cm, Galva - Brut Extérieure, 2M00)",250,262.5,315,225,270,12.5
PLC-200-N," Plaque de Lestage Rack (Competition - 8cm x 8cm, Noire - Noire Grain Moyen, 2M00)",250,262.5,315,225,270,12.5
PLE-104-G," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Galva - Brut Extérieure, 1M04)",250,262.5,315,225,270,12.5
PLE-104-N," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Noire - Noire Grain Moyen, 1M04)",250,262.5,315,225,270,12.5
PLE-150-G," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Galva - Brut Extérieure, 1M50)",250,262.5,315,225,270,12.5
PLE-150-N," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Noire - Noire Grain Moyen, 1M50)",250,262.5,315,225,270,12.5
PLE-180-G," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Galva - Brut Extérieure, 1M80)",250,262.5,315,225,270,12.5
PLE-180-N," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Noire - Noire Grain Moyen, 1M80)",250,262.5,315,225,270,12.5
PLE-200-G," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Galva - Brut Extérieure, 2M00)",250,262.5,315,225,270,12.5
PLE-200-N," Plaque de Lestage Rack (Entrainement - 6cm x 6cm, Noire - Noire Grain Moyen, 2M00)",250,262.5,315,225,270,12.5
PLH-101, Plateau bois 100x100cm - FIT' & RACK,149.2,156.66,187.992,126.82,152.18,7.46
PLH-125, Plateau D'Haltérophilie - EP25mm (1x3M),575,603.75,724.5,460,552,28.75
PLH-140, Plateau D'Haltérophilie - EP40mm (1x3M),600,630,756,480,576,30
PLH-225, Plateau D'Haltérophilie - EP25mm (2x3M),783.33,822.4965,986.9958,626.66,751.99,39.1665
PLH-240, Plateau D'Haltérophilie - EP40mm (2x3M),833,874.65,1049.58,666.4,799.68,41.65
PLH-325, Plateau D'Haltérophilie - EP25mm (3x3M),1000,1050,1260,800,960,50
PLH-340, Plateau D'Haltérophilie - EP40mm (3x3M),1166,1224.3,1469.16,932.8,1119.36,58.3
PLH-400, Plateau D'Haltérophilie - EP40mm (4x4M),1624.17,1705.3785,2046.4542,1299.34,1559.21,81.2085
PLO-001, Plots de Jeté - Haltérophilie,624.17,655.3785,786.4542,499.34,599.21,31.2085
PLO-300, Plots Technique - Haltérophilie,249.17,261.6285,313.9542,211.79,254.15,12.4585
PLT-001, Parallettes Gymnastique - Station Street Workout,132.5,139.125,166.95,119.25,143.1,6.625
PMF-060-G," Prise Neutre (Entrainement - 6cm x 6cm, Galvanisation Brut)",100,105,126,80,96,5
PMF-060-N," Prise Neutre (Entrainement - 6cm x 6cm, Noire Grain Moyen)",100,105,126,80,96,5
PMF-080-G," Prise Neutre (Competition - 8cm x 8cm, Galvanisation Brut)",125,131.25,157.5,100,120,6.25
PMF-080-N," Prise Neutre (Competition - 8cm x 8cm, Noire Grain Moyen)",125,131.25,157.5,100,120,6.25
POB-005, Power Bag - Sac lesté à poignées 5 à 30 kg (5 KG),38.75,40.6875,48.825,27.13,32.56,1.9375
POB-010, Power Bag - Sac lesté à poignées 5 à 30 kg (10 KG),41.25,43.3125,51.975,28.88,34.66,2.0625
POB-015, Power Bag - Sac lesté à poignées 5 à 30 kg (15 KG),45,47.25,56.7,31.5,37.8,2.25
POB-020, Power Bag - Sac lesté à poignées 5 à 30 kg (20 KG),50,52.5,63,35,42,2.5
POB-025, Power Bag - Sac lesté à poignées 5 à 30 kg (25 KG),55,57.75,69.3,38.5,46.2,2.75
POB-030, Power Bag - Sac lesté à poignées 5 à 30 kg (30 KG),60,63,75.6,42,50.4,3
POC-005," Poids Additionnels - Compétition (0,50KG - Blanc)",10,10.5,12.6,7,8.4,0.5
POC-010," Poids Additionnels - Compétition (1,00KG - Vert)",12.5,13.125,15.75,8.75,10.5,0.625
POC-015," Poids Additionnels - Compétition (1,50KG - Jaune)",15,15.75,18.9,10.5,12.6,0.75
POC-020," Poids Additionnels - Compétition (2,00KG - Bleu)",16.67,17.5035,21.0042,11.67,14,0.8335
POC-025," Poids Additionnels - Compétition (2,50KG - Rouge)",23.33,24.4965,29.3958,16.33,19.6,1.1665
POC-050," Poids Additionnels - Compétition (5,00KG - Blanc)",40.83,42.8715,51.4458,28.58,34.3,2.0415
POC-101, Poids Olympique - Compétition 2.0 (10KG - Vert),75,78.75,94.5,60,72,3.75
POC-151, Poids Olympique - Compétition 2.0 (15KG - Jaune),100,105,126,80,96,5
POC-201, Poids Olympique - Compétition 2.0 (20KG - Bleu),129.17,135.6285,162.7542,103.34,124.01,6.4585
POC-251, Poids Olympique - Compétition 2.0 (25KG - Rouge),154.17,161.8785,194.2542,123.34,148.01,7.7085
POD-060-G," Poutre Déportée Rack (Entrainement - 6cm x 6cm, Galvanisation Brut)",95,99.75,119.7,76,91.2,4.75
POD-060-N," Poutre Déportée Rack (Entrainement - 6cm x 6cm, Noire Grain Fin)",95,99.75,119.7,76,91.2,4.75
POD-080-G," Poutre Déportée Rack (Competition - 8cm x 8cm, Galvanisation Brut)",129.17,135.6285,162.7542,103.34,124.01,6.4585
POD-080-G-M, Poutre Déportée Murale (Galvanisation Brut),129.17,135.6285,162.7542,103.34,124.01,6.4585
POD-080-N," Poutre Déportée Rack (Competition - 8cm x 8cm, Noire Grain Fin)",129.17,135.6285,162.7542,103.34,124.01,6.4585
POD-080-N-M, Poutre Déportée Murale (Noire Grain Fin),129.17,135.6285,162.7542,103.34,124.01,6.4585
POI-025, Poids Olympique 2.5kg - Kids & Initiation,65.83,69.1215,82.9458,52.66,63.19,3.2915
POI-050, Poids Olympique 5kg - Kids & Initiation,82.5,86.625,103.95,66,79.2,4.125
POJ-005," Poids Additionnels - Haltérophilie (0,50KG - Blanc)",11.5,12.075,14.49,8.05,9.66,0.575
POJ-010," Poids Additionnels - Haltérophilie (1,00KG - Vert)",15.75,16.5375,19.845,11.03,13.24,0.7875
POJ-015," Poids Additionnels - Haltérophilie (1,50KG - Jaune)",18.75,19.6875,23.625,13.13,15.76,0.9375
POJ-020," Poids Additionnels - Haltérophilie (2,00KG - Bleu)",20,21,25.2,14,16.8,1
POM-012," Poids Additionnels avec poignées - Musculation (1,25 kg)",7.5,7.875,9.45,4.5,5.4,0.375
POM-025," Poids Additionnels avec poignées - Musculation (2,5 kg)",11.67,12.2535,14.7042,7,8.4,0.5835
POP-050, Poids Olympique - Powerlifting (5 KG),30,31.5,37.8,27,32.4,1.5
POP-100, Poids Olympique - Powerlifting (10 KG),42.5,44.625,53.55,38.25,45.9,2.125
POP-150, Poids Olympique - Powerlifting (15 KG),60,63,75.6,54,64.8,3
POP-200, Poids Olympique - Powerlifting (20 KG),80,84,100.8,72,86.4,4
POP-250, Poids Olympique - Powerlifting (25 KG),97.5,102.375,122.85,87.75,105.3,4.875
POW-012," Poids Additionnels - Compétition (1,25KG - Noir)",15,15.75,18.9,10.5,12.6,0.75
PPM-350G, Pochon 350Gr Magnésie Classique - Myleore,7.5,7.875,9.45,6,7.2,0.375
PPMC-500G, Pochon 500Gr Magnésie Concassé - Myleore,10,10.5,12.6,8,9.6,0.5
PR128, Balle de massage à picots (7 cm),2.5,2.625,3.15,1.5,1.8,0.125
PR129, Balle de massage à picots (9 cm),3.33,3.4965,4.1958,2,2.4,0.1665
PRI-001, Kit prises d'escalade,29.17,30.6285,36.7542,20.42,24.5,1.4585
PUM-100, Kit Body Pump Black,62.5,65.625,78.75,37.5,45,3.125
PUM-200, Rack Stockage Kit Body Pump,250,262.5,315,175,210,12.5
Plaque KB 1040-N, Plaque de rangement Naria (1M04),70.83,74.3715,89.2458,56.66,67.99,3.5415
Plaque KB 1200-N, Plaque de rangement Naria (1M20),75,78.75,94.5,60,72,3.75
Plaque KB 1800-N, Plaque de rangement Naria (1M80),83.33,87.4965,104.9958,66.66,79.99,4.1665
RAM-001, RowErg - Concept 2,1082.5,1136.625,1363.95,1028.38,1234.06,54.125
RAMF-100, Row - Rameur FIT' & RACK,880,924,1108.8,748,897.6,44
RDM-003, Rouleau de Massage Lisse - Noir (Point Rouge),12.5,13.125,15.75,6.25,7.5,0.625
RDM-004, Rouleau de Massage Forme - Noir,12.5,13.125,15.75,6.25,7.5,0.625
RDP-001, Rouleau de pilates - Mousse,20.83,21.8715,26.2458,10.42,12.5,1.0415
RHS-001, Rampe Handstand Walk,625,656.25,787.5,437.5,525,31.25
RIC-001 I.V-G/G, Rack Grannos I.V (Galva - Brut Extérieure),920,966,1159.2,828,993.6,46
RIC-001 I.V-N/N, Rack Grannos I.V (Noire - Noire Grain Moyen),880,924,1108.8,792,950.4,44
RIC-001 I.V-N/S, Rack Grannos I.V (Noire - SPEAL),880,924,1108.8,792,950.4,44
RIC-001-G, Rack Grannos I (Galva - Brut Extérieure),530,556.5,667.8,477,572.4,26.5
RIC-001-N, Rack Grannos I (Noire - Noire Grain Moyen),500,525,630,450,540,25
RIC-001-N/S, Rack Grannos I (Noire - SPEAL),500,525,630,450,540,25
RIC-002-N, Rack Tarvos (Noire - Noire Grain Moyen),408.33,428.7465,514.4958,367.5,441,20.4165
RIC-003-G/G," Rack Nerios (Competition - 8cm x 8cm, Galva - Brut Extérieure, 2M40)",466.67,490.0035,588.0042,420,504,23.3335
RIC-003-N/N," Rack Nerios (Competition - 8cm x 8cm, Noire - Noire Grain Moyen, 2M40)",441.67,463.7535,556.5042,397.5,477,22.0835
RIC-003-N/S," Rack Nerios (Competition - 8cm x 8cm, Noire - SPEAL, 2M40)",441.67,463.7535,556.5042,397.5,477,22.0835
RIC-004-G/G," Rack Smertios (Competition - 8cm x 8cm, Galva - Brut Extérieure)",425,446.25,535.5,382.5,459,21.25
RIC-004-N/N," Rack Smertios (Competition - 8cm x 8cm, Noire - Noire Grain Moyen)",400,420,504,360,432,20
RIC-004-N/S," Rack Smertios (Competition - 8cm x 8cm, Noire - SPEAL)",400,420,504,360,432,20
RIC-005-G/G, Cage Ogmios (Galva - Brut Extérieure),882.5,926.625,1111.95,794.25,953.1,44.125
RIC-005-N/N, Cage Ogmios (Noire - Noire Grain Moyen),832.5,874.125,1048.95,749.25,899.1,41.625
RIC-005-N/S, Cage Ogmios (Noire - SPEAL),832.5,874.125,1048.95,749.25,899.1,41.625
RIC-006-G/G," Rack Nerios (Competition - 8cm x 8cm, Galva - Brut Extérieure, 2M80)",474.17,497.8785,597.4542,426.75,512.1,23.7085
RIC-006-N/N," Rack Nerios (Competition - 8cm x 8cm, Noire - Noire Grain Moyen, 2M80)",449.17,471.6285,565.9542,404.25,485.1,22.4585
RIC-006-N/S," Rack Nerios (Competition - 8cm x 8cm, Noire - SPEAL, 2M80)",449.17,471.6285,565.9542,404.25,485.1,22.4585
RIC-007-G/G, Rack Pliable Belenos 0 (Galva - Brut Extérieure),487.5,511.875,614.25,438.75,526.5,24.375
RIC-007-N, Rack Pliable Belenos 0 (Noire - Noire Grain Moyen),457.5,480.375,576.45,411.75,494.1,22.875
RIC-008-G/G, Chandelles Nemausos (Galva - Brut Extérieure),352.5,370.125,444.15,317.25,380.7,17.625
RIC-008-N/N, Chandelles Nemausos (Noire - Noire Grain Moyen),332.5,349.125,418.95,299.25,359.1,16.625
RIC-100-G, Cage Ivaros I (Galva - Brut Extérieure),932.5,979.125,1174.95,839.25,1007.1,46.625
RIC-100-N, Cage Ivaros I (Noire - Noire Grain Moyen),882.5,926.625,1111.95,794.25,953.1,44.125
RIC-100-S, Cage Ivaros I (Noire - SPEAL),882.5,926.625,1111.95,794.25,953.1,44.125
RIC-107-G/G, Rack Pliable Belenos I (Galva - Brut Extérieure),525,551.25,661.5,472.5,567,26.25
RIC-107-N/N, Rack Pliable Belenos I (Noire - Noire Grain Moyen),500,525,630,450,540,25
RIC-107-N/S, Rack Pliable Belenos I (Noire - SPEAL),500,525,630,450,540,25
RIC-150 I.V-G/G, Cage Ivaros I.V (Galva - Brut Extérieure),1347.5,1414.875,1697.85,1212.75,1455.3,67.375
RIC-150 I.V-N/N, Cage Ivaros I.V (Noire - Noire Grain Moyen),1262.5,1325.625,1590.75,1136.25,1363.5,63.125
RIC-150 I.V-N/S, Cage Ivaros I.V (Noire - SPEAL),1262.5,1325.625,1590.75,1136.25,1363.5,63.125
RICP-001-G, Rack GRANNOS Edition pompier (Galva - Brut Extérieure),708.33,743.7465,892.4958,672.91,807.49,35.4165
RICP-001-N, Rack GRANNOS Edition pompier (Noire - Noire Grain Moyen),658.33,691.2465,829.4958,625.41,750.49,32.9165
RICP-001-S, Rack GRANNOS Edition pompier (Noire - SPEAL),658.33,691.2465,829.4958,625.41,750.49,32.9165
RIE-002-G, Rack Tarvos (Galva - Brut Extérieure),433.33,454.9965,545.9958,390,468,21.6665
RIE-004-G/G," Rack Smertios (Entrainement - 6cm x 6cm, Galva - Brut Extérieure)",370,388.5,466.2,333,399.6,18.5
ROW-100, Banc Tirage Rowing,815,855.75,1026.9,652,782.4,40.75
RSE-101, Naria L1040-H1200,290.83,305.3715,366.4458,232.66,279.19,14.5415
RSE-102, Naria L1040-H1800,415.83,436.6215,523.9458,332.66,399.19,20.7915
RSE-181, Naria L1800-H1200,332.5,349.125,418.95,266,319.2,16.625
RSE-182, Naria L1800-H1800,475,498.75,598.5,380,456,23.75
SAC-000, Sac de Rangement,4.17,4.3785,5.2542,2.5,3,0.2085
SAC-030, Sac 35L (Noir),57.5,60.375,72.45,46,55.2,2.875
SAC-031, Sac 35L (Kaki),57.5,60.375,72.45,46,55.2,2.875
SAC-032, Sac 35L (Marine),57.5,60.375,72.45,46,55.2,2.875
SAC-033, Sac 35L (Black Camo),57.5,60.375,72.45,46,55.2,2.875
SAF-001, Safety Barre,185,194.25,233.1,148,177.6,9.25
SAF-002, Adjustable safety bar - Barre à squat réglable,500,525,630,425,510,25
SAN-002, Sangle de Suspension 2.0,40.83,42.8715,51.4458,24.5,29.4,2.0415
SAN-003, Sangle Yoke réglable (la paire),57.5,60.375,72.45,34.5,41.4,2.875
SAN-006, Sangle (à l'unité) - Accessoire équipement,8.33,8.7465,10.4958,5,6,0.4165
SAT-001, Sangle de Tirage force - Haltérophilie & Musculation,7.5,7.875,9.45,4.5,5.4,0.375
SBB-001, Stockage de barre au sol - Bois,61.67,64.7535,77.7042,43.17,51.8,3.0835
SBM-001, Stockage de 6 Barres Mural Vertical,60,63,75.6,48,57.6,3
SBM-002, Stockage de 3 Barres Mural vertical,45,47.25,56.7,36,43.2,2.25
SBM-003, Stockage de  1 Barre Mural Vertical,25,26.25,31.5,20,24,1.25
SBS-009-N, Stockage de Barre Sol Vertical,125,131.25,157.5,118.75,142.5,6.25
SBS-800, SandBag StrongMan,50,52.5,63,30,36,2.5
SCE-001, Stockage Elastiques,32.5,34.125,40.95,19.5,23.4,1.625
SCO-001, Scotch Double Face,20,21,25.2,14,16.8,1
SCS-001, Stockage de Corde à Sauter,32.5,34.125,40.95,19.5,23.4,1.625
SDB2.0-80-G, Support de Barre 2.0 (Galvanisation Brut),40.83,42.8715,51.4458,28.58,34.3,2.0415
SDB2.0-80-N, Support de Barre 2.0 (Noire Grain Fin),40.83,42.8715,51.4458,28.58,34.3,2.0415
SDD-080-G," Station à Dips (Competition - 8cm x 8cm, Galvanisation Brut)",158.33,166.2465,199.4958,126.66,151.99,7.9165
SDD-080-N," Station à Dips (Competition - 8cm x 8cm, Noire Grain Fin)",158.33,166.2465,199.4958,126.66,151.99,7.9165
SDP-300-G, Stockage de Poids L300,37.5,39.375,47.25,26.25,31.5,1.875
SDP-350-G, Stockage de Poids pour Embase,37.5,39.375,47.25,26.25,31.5,1.875
SKI-001, Ski Erg - Concept 2,958.33,1006.2465,1207.4958,910.41,1092.49,47.9165
SKIF-100," Ski - FIT' & RACK 
Fixation Murale",780,819,982.8,663,795.6,39
SLB-050, Slam Ball - D-ball lesté Caoutchouc (5KG - 23CM),16.67,17.5035,21.0042,11.67,14,0.8335
SLB-100, Slam Ball - D-ball lesté Caoutchouc (10KG - 23CM),25,26.25,31.5,17.5,21,1.25
SLB-150, Slam Ball - D-ball lesté Caoutchouc (15KG - 28CM),37.5,39.375,47.25,26.25,31.5,1.875
SLB-200, Slam Ball - D-ball lesté Caoutchouc (20KG - 28CM),54.17,56.8785,68.2542,37.92,45.5,2.7085
SLB-250, Slam Ball - D-ball lesté Caoutchouc (25KG - 28CM),70.83,74.3715,89.2458,49.58,59.5,3.5415
SLB-300, Slam Ball - D-ball lesté Caoutchouc (30KG - 28CM),79.17,83.1285,99.7542,55.42,66.5,3.9585
SLB-400, Slam Ball - D-ball lesté Caoutchouc (40KG - 35.5CM),95.83,100.6215,120.7458,67.08,80.5,4.7915
SLB-500, Slam Ball - D-ball lesté Caoutchouc (50KG - 35.5CM),116.67,122.5035,147.0042,81.67,98,5.8335
SLB-600, Slam Ball - D-ball lesté Caoutchouc (60KG - 38CM),133.33,139.9965,167.9958,93.33,112,6.6665
SLB-700, Slam Ball - D-ball lesté Caoutchouc (70KG - 38CM),150,157.5,189,105,126,7.5
SLD-001, Traineau de Puissance - Entraînement,208.33,218.7465,262.4958,166.66,199.99,10.4165
SLD-002, Traineau de Puissance - Compétition,250,262.5,315,237.5,285,12.5
SLD-003, Traineau de Puissance - Sled - Wod,290,304.5,365.4,232,278.4,14.5
SLD-004, Sled en tissu - Traineau de puissance souple,46,48.3,57.96,27.6,33.12,2.3
SOE-001," Sol en Rouleaux 1,25x10 (Noir)",207.5,217.875,261.45,176.38,211.66,10.375
SOE-003," Sol en Rouleaux 1,25x10 (Bleu)",207.5,217.875,261.45,176.38,211.66,10.375
SOE-006," Sol en Rouleaux 1,25x10 (Blanc)",207.5,217.875,261.45,176.38,211.66,10.375
SOL-001, Sol de protection,75,78.75,94.5,52.5,63,3.75
SPMC-2.5KG," Seau 2,5Kg Magnésie Classique - Myleore",40,42,50.4,32,38.4,2
SPMC-5KG, Seau 5Kg Magnésie Concassée - Myleore,66.67,70.0035,84.0042,53.34,64.01,3.3335
SPS-100, Tige de stockage de poids - Diiona,100,105,126,70,84,5
SSP-001, Boule de suspension - Agrès de gymnastique,24.17,25.3785,30.4542,16.92,20.3,1.2085
SSP-002, Cylindre de suspension - Agrès de gymnastique,28.33,29.7465,35.6958,19.83,23.8,1.4165
STG-001, Étagère de stockage Gymball,245,257.25,308.7,171.5,205.8,12.25
STI-001, Stick de Massage,12.5,13.125,15.75,7.5,9,0.625
STI-002, Stick de massage Lisse,9.9,10.395,12.474,5.94,7.13,0.495
TAC-100-G/G, Taranis I (Galva - Brut Extérieure),1223.33,1284.4965,1541.3958,978.66,1174.39,61.1665
TAC-100-N/N, Taranis I (Noire - Noire Grain Moyen),1183.33,1242.4965,1490.9958,946.66,1135.99,59.1665
TAC-100-N/S, Taranis I (Noire - SPEAL),1183.33,1242.4965,1490.9958,946.66,1135.99,59.1665
TAC-150-G/G, Taranis I.V (Galva - Brut Extérieure),1730.83,1817.3715,2180.8458,1384.66,1661.59,86.5415
TAC-150-N/N, Taranis I.V (Noire - Noire Grain Moyen),1665.83,1749.1215,2098.9458,1332.66,1599.19,83.2915
TAC-150-N/S, Taranis I.V (Noire - SPEAL),1665.83,1749.1215,2098.9458,1332.66,1599.19,83.2915
TAC-200-G/G, Taranis II (Galva - Brut Extérieure),2565,2693.25,3231.9,2052,2462.4,128.25
TAC-200-N/N, Taranis II (Noire - Noire Grain Moyen),2475,2598.75,3118.5,1980,2376,123.75
TAC-200-N/S, Taranis II (Noire - SPEAL),2475,2598.75,3118.5,1980,2376,123.75
TAC-250-G/G, Taranis II.V (Galva - Brut Extérieure),3073.33,3226.9965,3872.3958,2458.66,2950.39,153.6665
TAC-250-N/N, Taranis II.V (Noire - Noire Grain Moyen),2958.33,3106.2465,3727.4958,2366.66,2839.99,147.9165
TAC-250-N/S, Taranis II.V (Noire - SPEAL),2958.33,3106.2465,3727.4958,2366.66,2839.99,147.9165
TAC-300-G/G, Taranis III (Galva - Brut Extérieure),3902.5,4097.625,4917.15,3122,3746.4,195.125
TAC-300-N/N, Taranis III (Noire - Noire Grain Moyen),3762.5,3950.625,4740.75,3010,3612,188.125
TAC-300-N/S, Taranis III (Noire - SPEAL),3762.5,3950.625,4740.75,3010,3612,188.125
TAC-350-G/G, Taranis III.V (Galva - Brut Extérieure),4410.83,4631.3715,5557.6458,3528.66,4234.39,220.5415
TAC-350-N/N, Taranis III.V (Noire - Noire Grain Moyen),4245.83,4458.1215,5349.7458,3396.66,4075.99,212.2915
TAC-350-N/S, Taranis III.V (Noire - SPEAL),4245.83,4458.1215,5349.7458,3396.66,4075.99,212.2915
TAC-400-G/G, Taranis IV (Galva - Brut Extérieure),5240,5502,6602.4,4192,5030.4,262
TAC-400-N/N, Taranis IV (Noire - Noire Grain Moyen),5050,5302.5,6363,4040,4848,252.5
TAC-400-N/S, Taranis IV (Noire - SPEAL),5050,5302.5,6363,4040,4848,252.5
TAC-450-G/G, Taranis IV.V (Galva - Brut Extérieure),5756.67,6044.5035,7253.4042,4605.34,5526.41,287.8335
TAC-450-N/N, Taranis IV.V (Noire - Noire Grain Moyen),5541.67,5818.7535,6982.5042,4433.34,5320.01,277.0835
TAC-450-N/S, Taranis IV.V (Noire - SPEAL),5541.67,5818.7535,6982.5042,4433.34,5320.01,277.0835
TAC-500-G/G, Taranis V (Galva - Brut Extérieure),6581.67,6910.7535,8292.9042,5265.34,6318.41,329.0835
TAC-500-N/N, Taranis V (Noire - Noire Grain Moyen),6341.67,6658.7535,7990.5042,5073.34,6088.01,317.0835
TAC-500-N/S, Taranis V (Noire - SPEAL),6341.67,6658.7535,7990.5042,5073.34,6088.01,317.0835
TAM-080-G," Barre de Traction Amovible (Competition - 8cm x 8cm, Galvanisation Brut)",140.83,147.8715,177.4458,112.66,135.19,7.0415
TAM-080-N," Barre de Traction Amovible (Competition - 8cm x 8cm, Noire Grain Moyen)",140.83,147.8715,177.4458,112.66,135.19,7.0415
TAP-001, Tape Khinesithérapie (Noir),10,10.5,12.6,8,9.6,0.5
TAP-002, Tape Khinesithérapie (Bleu),10,10.5,12.6,8,9.6,0.5
TAP-003, Tape Khinesithérapie (Rose),10,10.5,12.6,8,9.6,0.5
TAP-140, Tapis de Gym épais Fitness - Entraînement (1M40),10,10.5,12.6,5,6,0.5
TAP-180, Tapis de Gym épais Fitness - Entraînement (1M80),15,15.75,18.9,7.5,9,0.75
TDR-100, Tapis de réception Gym,75,78.75,94.5,37.5,45,3.75
THE-001, Theragun Mini,165.83,174.1215,208.9458,157.54,189.05,8.2915
THE-002, Theragun Prime,249.17,261.6285,313.9542,236.71,284.05,12.4585
THE-003, Theragun Elite,332.5,349.125,418.95,315.88,379.06,16.625
THE-004, Therabody Wave Roller,124.17,130.3785,156.4542,117.96,141.55,6.2085
THE-005, Therabody PowerDot 2.0 (Uno),165.83,174.1215,208.9458,157.54,189.05,8.2915
